"id","parent_id:id","name"
"naf_47_81Z","l10n_eu_nace.nace_47_81","[47.81Z] Commerce de détail alimentaire sur éventaires et marchés"
"naf_47_82Z","l10n_eu_nace.nace_47_82","[47.82Z] Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
"naf_47_89Z","l10n_eu_nace.nace_47_89","[47.89Z] Autres commerces de détail sur éventaires et marchés"
"naf_47_91A","l10n_eu_nace.nace_47_91","[47.91A] Vente à distance sur catalogue général"
"naf_47_91B","l10n_eu_nace.nace_47_91","[47.91B] Vente à distance sur catalogue spécialisé"
"naf_47_99A","l10n_eu_nace.nace_47_99","[47.99A] Vente à domicile"
"naf_47_99B","l10n_eu_nace.nace_47_99","[47.99B] Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a."
"naf_49_10Z","l10n_eu_nace.nace_49_10","[49.10Z] Transport ferroviaire interurbain de voyageurs"
"naf_49_20Z","l10n_eu_nace.nace_49_20","[49.20Z] Transports ferroviaires de fret"
"naf_49_31Z","l10n_eu_nace.nace_49_31","[49.31Z] Transports urbains et suburbains de voyageurs"
"naf_49_32Z","l10n_eu_nace.nace_49_32","[49.32Z] Transports de voyageurs par taxis"
"naf_49_39A","l10n_eu_nace.nace_49_39","[49.39A] Transports routiers réguliers de voyageurs"
"naf_49_39B","l10n_eu_nace.nace_49_39","[49.39B] Autres transports routiers de voyageurs"
"naf_49_39C","l10n_eu_nace.nace_49_39","[49.39C] Téléphériques et remontées mécaniques"
"naf_49_41A","l10n_eu_nace.nace_49_41","[49.41A] Transports routiers de fret interurbains"
"naf_49_41B","l10n_eu_nace.nace_49_41","[49.41B] Transports routiers de fret de proximité"
"naf_49_41C","l10n_eu_nace.nace_49_41","[49.41C] Location de camions avec chauffeur"
"naf_49_42Z","l10n_eu_nace.nace_49_42","[49.42Z] Services de déménagement"
"naf_49_50Z","l10n_eu_nace.nace_49_50","[49.50Z] Transports par conduites"
"naf_50_10Z","l10n_eu_nace.nace_50_10","[50.10Z] Transports maritimes et côtiers de passagers"
"naf_50_20Z","l10n_eu_nace.nace_50_20","[50.20Z] Transports maritimes et côtiers de fret"
"naf_50_30Z","l10n_eu_nace.nace_50_30","[50.30Z] Transports fluviaux de passagers"
"naf_50_40Z","l10n_eu_nace.nace_50_40","[50.40Z] Transports fluviaux de fret"
"naf_51_10Z","l10n_eu_nace.nace_51_10","[51.10Z] Transports aériens de passagers"
"naf_51_21Z","l10n_eu_nace.nace_51_21","[51.21Z] Transports aériens de fret"
"naf_51_22Z","l10n_eu_nace.nace_51_22","[51.22Z] Transports spatiaux"
"naf_52_10A","l10n_eu_nace.nace_52_10","[52.10A] Entreposage et stockage frigorifique"
"naf_52_10B","l10n_eu_nace.nace_52_10","[52.10B] Entreposage et stockage non frigorifique"
"naf_52_21Z","l10n_eu_nace.nace_52_21","[52.21Z] Services auxiliaires des transports terrestres"
"naf_52_22Z","l10n_eu_nace.nace_52_22","[52.22Z] Services auxiliaires des transports par eau"
"naf_52_23Z","l10n_eu_nace.nace_52_23","[52.23Z] Services auxiliaires des transports aériens"
"naf_52_24A","l10n_eu_nace.nace_52_24","[52.24A] Manutention portuaire"
"naf_52_24B","l10n_eu_nace.nace_52_24","[52.24B] Manutention non portuaire"
"naf_52_29A","l10n_eu_nace.nace_52_29","[52.29A] Messagerie, fret express"
"naf_52_29B","l10n_eu_nace.nace_52_29","[52.29B] Affrètement et organisation des transports"
"naf_53_10Z","l10n_eu_nace.nace_53_10","[53.10Z] Activités de poste dans le cadre d'une obligation de service universel"
"naf_53_20Z","l10n_eu_nace.nace_53_20","[53.20Z] Autres activités de poste et de courrier"
"naf_55_10Z","l10n_eu_nace.nace_55_10","[55.10Z] Hôtels et hébergement similaire"
"naf_55_20Z","l10n_eu_nace.nace_55_20","[55.20Z] Hébergement touristique et autre hébergement de courte durée"
"naf_55_30Z","l10n_eu_nace.nace_55_30","[55.30Z] Terrains de camping et parcs pour caravanes ou véhicules de loisirs"
"naf_55_90Z","l10n_eu_nace.nace_55_90","[55.90Z] Autres hébergements"
"naf_56_10A","l10n_eu_nace.nace_56_10","[56.10A] Restauration traditionnelle"
"naf_56_10B","l10n_eu_nace.nace_56_10","[56.10B] Cafétérias et autres libres-services"
"naf_56_10C","l10n_eu_nace.nace_56_10","[56.10C] Restauration de type rapide"
"naf_56_21Z","l10n_eu_nace.nace_56_21","[56.21Z] Services des traiteurs"
"naf_56_29A","l10n_eu_nace.nace_56_29","[56.29A] Restauration collective sous contrat"
"naf_56_29B","l10n_eu_nace.nace_56_29","[56.29B] Autres services de restauration n.c.a."
"naf_56_30Z","l10n_eu_nace.nace_56_30","[56.30Z] Débits de boissons"
"naf_58_11Z","l10n_eu_nace.nace_58_11","[58.11Z] Édition de livres"
"naf_58_12Z","l10n_eu_nace.nace_58_12","[58.12Z] Édition de répertoires et de fichiers d'adresses"
"naf_58_13Z","l10n_eu_nace.nace_58_13","[58.13Z] Édition de journaux"
"naf_58_14Z","l10n_eu_nace.nace_58_14","[58.14Z] Édition de revues et périodiques"
"naf_58_19Z","l10n_eu_nace.nace_58_19","[58.19Z] Autres activités d'édition"
"naf_58_21Z","l10n_eu_nace.nace_58_21","[58.21Z] Édition de jeux électroniques"
"naf_58_29A","l10n_eu_nace.nace_58_29","[58.29A] Édition de logiciels système et de réseau"
"naf_58_29B","l10n_eu_nace.nace_58_29","[58.29B] Édition de logiciels outils de développement et de langages"
"naf_58_29C","l10n_eu_nace.nace_58_29","[58.29C] Édition de logiciels applicatifs"
"naf_59_11A","l10n_eu_nace.nace_59_11","[59.11A] Production de films et de programmes pour la télévision"
"naf_59_11B","l10n_eu_nace.nace_59_11","[59.11B] Production de films institutionnels et publicitaires"
"naf_59_11C","l10n_eu_nace.nace_59_11","[59.11C] Production de films pour le cinéma"
"naf_59_12Z","l10n_eu_nace.nace_59_12","[59.12Z] Post-production de films cinématographiques, de vidéo et de programmes de télévision"
"naf_59_13A","l10n_eu_nace.nace_59_13","[59.13A] Distribution de films cinématographiques"
"naf_59_13B","l10n_eu_nace.nace_59_13","[59.13B] Édition et distribution vidéo"
"naf_59_14Z","l10n_eu_nace.nace_59_14","[59.14Z] Projection de films cinématographiques"
"naf_59_20Z","l10n_eu_nace.nace_59_20","[59.20Z] Enregistrement sonore et édition musicale"
"naf_60_10Z","l10n_eu_nace.nace_60_10","[60.10Z] Édition et diffusion de programmes radio"
"naf_60_20A","l10n_eu_nace.nace_60_20","[60.20A] Édition de chaînes généralistes"
"naf_60_20B","l10n_eu_nace.nace_60_20","[60.20B] Édition de chaînes thématiques"
"naf_61_10Z","l10n_eu_nace.nace_61_10","[61.10Z] Télécommunications filaires"
"naf_61_20Z","l10n_eu_nace.nace_61_20","[61.20Z] Télécommunications sans fil"
"naf_61_30Z","l10n_eu_nace.nace_61_30","[61.30Z] Télécommunications par satellite"
"naf_61_90Z","l10n_eu_nace.nace_61_90","[61.90Z] Autres activités de télécommunication"
"naf_62_01Z","l10n_eu_nace.nace_62_01","[62.01Z] Programmation informatique"
"naf_62_02A","l10n_eu_nace.nace_62_02","[62.02A] Conseil en systèmes et logiciels informatiques"
"naf_62_02B","l10n_eu_nace.nace_62_02","[62.02B] Tierce maintenance de systèmes et d'applications informatiques"
"naf_62_03Z","l10n_eu_nace.nace_62_03","[62.03Z] Gestion d'installations informatiques"
"naf_62_09Z","l10n_eu_nace.nace_62_09","[62.09Z] Autres activités informatiques"
"naf_63_11Z","l10n_eu_nace.nace_63_11","[63.11Z] Traitement de données, hébergement et activités connexes"
"naf_63_12Z","l10n_eu_nace.nace_63_12","[63.12Z] Portails Internet"
"naf_63_91Z","l10n_eu_nace.nace_63_91","[63.91Z] Activités des agences de presse"
"naf_63_99Z","l10n_eu_nace.nace_63_99","[63.99Z] Autres services d'information n.c.a."
"naf_64_11Z","l10n_eu_nace.nace_64_11","[64.11Z] Activités de banque centrale"
"naf_64_19Z","l10n_eu_nace.nace_64_19","[64.19Z] Autres intermédiations monétaires"
"naf_64_20Z","l10n_eu_nace.nace_64_20","[64.20Z] Activités des sociétés holding"
"naf_64_30Z","l10n_eu_nace.nace_64_30","[64.30Z] Fonds de placement et entités financières similaires"
"naf_64_91Z","l10n_eu_nace.nace_64_91","[64.91Z] Crédit-bail"
"naf_64_92Z","l10n_eu_nace.nace_64_92","[64.92Z] Autre distribution de crédit"
"naf_64_99Z","l10n_eu_nace.nace_64_99","[64.99Z] Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a."
"naf_65_11Z","l10n_eu_nace.nace_65_11","[65.11Z] Assurance vie"
"naf_65_12Z","l10n_eu_nace.nace_65_12","[65.12Z] Autres assurances"
"naf_65_20Z","l10n_eu_nace.nace_65_20","[65.20Z] Réassurance"
"naf_65_30Z","l10n_eu_nace.nace_65_30","[65.30Z] Caisses de retraite"
"naf_66_11Z","l10n_eu_nace.nace_66_11","[66.11Z] Administration de marchés financiers"
"naf_66_12Z","l10n_eu_nace.nace_66_12","[66.12Z] Courtage de valeurs mobilières et de marchandises"
"naf_66_19A","l10n_eu_nace.nace_66_19","[66.19A] Supports juridiques de gestion de patrimoine mobilier"
"naf_66_19B","l10n_eu_nace.nace_66_19","[66.19B] Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a."
"naf_66_21Z","l10n_eu_nace.nace_66_21","[66.21Z] Évaluation des risques et dommages"
"naf_66_22Z","l10n_eu_nace.nace_66_22","[66.22Z] Activités des agents et courtiers d'assurances"
"naf_66_29Z","l10n_eu_nace.nace_66_29","[66.29Z] Autres activités auxiliaires d'assurance et de caisses de retraite"
"naf_66_30Z","l10n_eu_nace.nace_66_30","[66.30Z] Gestion de fonds"
"naf_68_10Z","l10n_eu_nace.nace_68_10","[68.10Z] Activités des marchands de biens immobiliers"
"naf_68_20A","l10n_eu_nace.nace_68_20","[68.20A] Location de logements"
"naf_68_20B","l10n_eu_nace.nace_68_20","[68.20B] Location de terrains et d'autres biens immobiliers"
"naf_68_31Z","l10n_eu_nace.nace_68_31","[68.31Z] Agences immobilières"
"naf_68_32A","l10n_eu_nace.nace_68_32","[68.32A] Administration d'immeubles et autres biens immobiliers"
"naf_68_32B","l10n_eu_nace.nace_68_32","[68.32B] Supports juridiques de gestion de patrimoine immobilier"
"naf_69_10Z","l10n_eu_nace.nace_69_10","[69.10Z] Activités juridiques"
"naf_69_20Z","l10n_eu_nace.nace_69_20","[69.20Z] Activités comptables"
"naf_70_10Z","l10n_eu_nace.nace_70_10","[70.10Z] Activités des sièges sociaux"
"naf_70_21Z","l10n_eu_nace.nace_70_21","[70.21Z] Conseil en relations publiques et communication"
"naf_70_22Z","l10n_eu_nace.nace_70_22","[70.22Z] Conseil pour les affaires et autres conseils de gestion"
"naf_71_11Z","l10n_eu_nace.nace_71_11","[71.11Z] Activités d'architecture"
"naf_71_12A","l10n_eu_nace.nace_71_12","[71.12A] Activité des géomètres"
"naf_71_12B","l10n_eu_nace.nace_71_12","[71.12B] Ingénierie, études techniques"
"naf_71_20A","l10n_eu_nace.nace_71_20","[71.20A] Contrôle technique automobile"
"naf_71_20B","l10n_eu_nace.nace_71_20","[71.20B] Analyses, essais et inspections techniques"
"naf_72_11Z","l10n_eu_nace.nace_72_11","[72.11Z] Recherche-développement en biotechnologie"
"naf_72_19Z","l10n_eu_nace.nace_72_19","[72.19Z] Recherche-développement en autres sciences physiques et naturelles"
"naf_72_20Z","l10n_eu_nace.nace_72_20","[72.20Z] Recherche-développement en sciences humaines et sociales"
"naf_73_11Z","l10n_eu_nace.nace_73_11","[73.11Z] Activités des agences de publicité"
"naf_73_12Z","l10n_eu_nace.nace_73_12","[73.12Z] Régie publicitaire de médias"
"naf_73_20Z","l10n_eu_nace.nace_73_20","[73.20Z] Études de marché et sondages"
"naf_74_10Z","l10n_eu_nace.nace_74_10","[74.10Z] Activités spécialisées de design"
"naf_74_20Z","l10n_eu_nace.nace_74_20","[74.20Z] Activités photographiques"
"naf_74_30Z","l10n_eu_nace.nace_74_30","[74.30Z] Traduction et interprétation"
"naf_74_90A","l10n_eu_nace.nace_74_90","[74.90A] Activité des économistes de la construction"
"naf_74_90B","l10n_eu_nace.nace_74_90","[74.90B] Activités spécialisées, scientifiques et techniques diverses"
"naf_75_00Z","l10n_eu_nace.nace_75_00","[75.00Z] Activités vétérinaires"
"naf_77_11A","l10n_eu_nace.nace_77_11","[77.11A] Location de courte durée de voitures et de véhicules automobiles légers"
"naf_77_11B","l10n_eu_nace.nace_77_11","[77.11B] Location de longue durée de voitures et de véhicules automobiles légers"
"naf_77_12Z","l10n_eu_nace.nace_77_12","[77.12Z] Location et location-bail de camions"
"naf_77_21Z","l10n_eu_nace.nace_77_21","[77.21Z] Location et location-bail d'articles de loisirs et de sport"
"naf_77_22Z","l10n_eu_nace.nace_77_22","[77.22Z] Location de vidéocassettes et disques vidéo"
"naf_77_29Z","l10n_eu_nace.nace_77_29","[77.29Z] Location et location-bail d'autres biens personnels et domestiques"
"naf_77_31Z","l10n_eu_nace.nace_77_31","[77.31Z] Location et location-bail de machines et équipements agricoles"
"naf_77_32Z","l10n_eu_nace.nace_77_32","[77.32Z] Location et location-bail de machines et équipements pour la construction"
"naf_77_33Z","l10n_eu_nace.nace_77_33","[77.33Z] Location et location-bail de machines de bureau et de matériel informatique"
"naf_77_34Z","l10n_eu_nace.nace_77_34","[77.34Z] Location et location-bail de matériels de transport par eau"
"naf_77_35Z","l10n_eu_nace.nace_77_35","[77.35Z] Location et location-bail de matériels de transport aérien"
"naf_77_39Z","l10n_eu_nace.nace_77_39","[77.39Z] Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
"naf_77_40Z","l10n_eu_nace.nace_77_40","[77.40Z] Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
"naf_78_10Z","l10n_eu_nace.nace_78_10","[78.10Z] Activités des agences de placement de main-d'œuvre"
"naf_78_20Z","l10n_eu_nace.nace_78_20","[78.20Z] Activités des agences de travail temporaire"
"naf_78_30Z","l10n_eu_nace.nace_78_30","[78.30Z] Autre mise à disposition de ressources humaines"
"naf_79_11Z","l10n_eu_nace.nace_79_11","[79.11Z] Activités des agences de voyage"
"naf_79_12Z","l10n_eu_nace.nace_79_12","[79.12Z] Activités des voyagistes"
"naf_79_90Z","l10n_eu_nace.nace_79_90","[79.90Z] Autres services de réservation et activités connexes"
"naf_80_10Z","l10n_eu_nace.nace_80_10","[80.10Z] Activités de sécurité privée"
"naf_80_20Z","l10n_eu_nace.nace_80_20","[80.20Z] Activités liées aux systèmes de sécurité"
"naf_80_30Z","l10n_eu_nace.nace_80_30","[80.30Z] Activités d'enquête"
"naf_81_10Z","l10n_eu_nace.nace_81_10","[81.10Z] Activités combinées de soutien lié aux bâtiments"
"naf_81_21Z","l10n_eu_nace.nace_81_21","[81.21Z] Nettoyage courant des bâtiments"
"naf_81_22Z","l10n_eu_nace.nace_81_22","[81.22Z] Autres activités de nettoyage des bâtiments et nettoyage industriel"
"naf_81_29A","l10n_eu_nace.nace_81_29","[81.29A] Désinfection, désinsectisation, dératisation"
"naf_81_29B","l10n_eu_nace.nace_81_29","[81.29B] Autres activités de nettoyage n.c.a."
"naf_81_30Z","l10n_eu_nace.nace_81_30","[81.30Z] Services d'aménagement paysager"
"naf_82_11Z","l10n_eu_nace.nace_82_11","[82.11Z] Services administratifs combinés de bureau"
"naf_82_19Z","l10n_eu_nace.nace_82_19","[82.19Z] Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
"naf_82_20Z","l10n_eu_nace.nace_82_20","[82.20Z] Activités de centres d'appels"
"naf_82_30Z","l10n_eu_nace.nace_82_30","[82.30Z] Organisation de foires, salons professionnels et congrès"
"naf_82_91Z","l10n_eu_nace.nace_82_91","[82.91Z] Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle"
"naf_82_92Z","l10n_eu_nace.nace_82_92","[82.92Z] Activités de conditionnement"
"naf_82_99Z","l10n_eu_nace.nace_82_99","[82.99Z] Autres activités de soutien aux entreprises n.c.a."
"naf_84_11Z","l10n_eu_nace.nace_84_11","[84.11Z] Administration publique générale"
"naf_84_12Z","l10n_eu_nace.nace_84_12","[84.12Z] Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale"
"naf_84_13Z","l10n_eu_nace.nace_84_13","[84.13Z] Administration publique (tutelle) des activités économiques"
"naf_84_21Z","l10n_eu_nace.nace_84_21","[84.21Z] Affaires étrangères"
"naf_84_22Z","l10n_eu_nace.nace_84_22","[84.22Z] Défense"
"naf_84_23Z","l10n_eu_nace.nace_84_23","[84.23Z] Justice"
"naf_84_24Z","l10n_eu_nace.nace_84_24","[84.24Z] Activités d'ordre public et de sécurité"
"naf_84_25Z","l10n_eu_nace.nace_84_25","[84.25Z] Services du feu et de secours"
"naf_84_30A","l10n_eu_nace.nace_84_30","[84.30A] Activités générales de sécurité sociale"
"naf_84_30B","l10n_eu_nace.nace_84_30","[84.30B] Gestion des retraites complémentaires"
"naf_84_30C","l10n_eu_nace.nace_84_30","[84.30C] Distribution sociale de revenus"
"naf_85_10Z","l10n_eu_nace.nace_85_10","[85.10Z] Enseignement pré-primaire"
"naf_85_20Z","l10n_eu_nace.nace_85_20","[85.20Z] Enseignement primaire"
"naf_85_31Z","l10n_eu_nace.nace_85_31","[85.31Z] Enseignement secondaire général"
"naf_85_32Z","l10n_eu_nace.nace_85_32","[85.32Z] Enseignement secondaire technique ou professionnel"
"naf_85_41Z","l10n_eu_nace.nace_85_41","[85.41Z] Enseignement post-secondaire non supérieur"
"naf_85_42Z","l10n_eu_nace.nace_85_42","[85.42Z] Enseignement supérieur"
"naf_85_51Z","l10n_eu_nace.nace_85_51","[85.51Z] Enseignement de disciplines sportives et d'activités de loisirs"
"naf_85_52Z","l10n_eu_nace.nace_85_52","[85.52Z] Enseignement culturel"
"naf_85_53Z","l10n_eu_nace.nace_85_53","[85.53Z] Enseignement de la conduite"
"naf_85_59A","l10n_eu_nace.nace_85_59","[85.59A] Formation continue d'adultes"
"naf_85_59B","l10n_eu_nace.nace_85_59","[85.59B] Autres enseignements"
"naf_85_60Z","l10n_eu_nace.nace_85_60","[85.60Z] Activités de soutien à l'enseignement"
"naf_86_10Z","l10n_eu_nace.nace_86_10","[86.10Z] Activités hospitalières"
"naf_86_21Z","l10n_eu_nace.nace_86_21","[86.21Z] Activité des médecins généralistes"
"naf_86_22A","l10n_eu_nace.nace_86_22","[86.22A] Activités de radiodiagnostic et de radiothérapie"
"naf_86_22B","l10n_eu_nace.nace_86_22","[86.22B] Activités chirurgicales"
"naf_86_22C","l10n_eu_nace.nace_86_22","[86.22C] Autres activités des médecins spécialistes"
"naf_86_23Z","l10n_eu_nace.nace_86_23","[86.23Z] Pratique dentaire"
"naf_86_90A","l10n_eu_nace.nace_86_90","[86.90A] Ambulances"
"naf_86_90B","l10n_eu_nace.nace_86_90","[86.90B] Laboratoires d'analyses médicales"
"naf_86_90C","l10n_eu_nace.nace_86_90","[86.90C] Centres de collecte et banques d'organes"
"naf_86_90D","l10n_eu_nace.nace_86_90","[86.90D] Activités des infirmiers et des sages-femmes"
"naf_86_90E","l10n_eu_nace.nace_86_90","[86.90E] Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues"
"naf_86_90F","l10n_eu_nace.nace_86_90","[86.90F] Activités de santé humaine non classées ailleurs"
"naf_87_10A","l10n_eu_nace.nace_87_10","[87.10A] Hébergement médicalisé pour personnes âgées"
"naf_87_10B","l10n_eu_nace.nace_87_10","[87.10B] Hébergement médicalisé pour enfants handicapés"
"naf_87_10C","l10n_eu_nace.nace_87_10","[87.10C] Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé"
"naf_87_20A","l10n_eu_nace.nace_87_20","[87.20A] Hébergement social pour handicapés mentaux et malades mentaux"
"naf_87_20B","l10n_eu_nace.nace_87_20","[87.20B] Hébergement social pour toxicomanes"
"naf_87_30A","l10n_eu_nace.nace_87_30","[87.30A] Hébergement social pour personnes âgées"
"naf_87_30B","l10n_eu_nace.nace_87_30","[87.30B] Hébergement social pour handicapés physiques"
"naf_87_90A","l10n_eu_nace.nace_87_90","[87.90A] Hébergement social pour enfants en difficultés"
"naf_87_90B","l10n_eu_nace.nace_87_90","[87.90B] Hébergement social pour adultes et familles en difficultés et autre hébergement social"
"naf_88_10A","l10n_eu_nace.nace_88_10","[88.10A] Aide à domicile"
"naf_88_10B","l10n_eu_nace.nace_88_10","[88.10B] Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées"
"naf_88_10C","l10n_eu_nace.nace_88_10","[88.10C] Aide par le travail"
"naf_88_91A","l10n_eu_nace.nace_88_91","[88.91A] Accueil de jeunes enfants"
"naf_88_91B","l10n_eu_nace.nace_88_91","[88.91B] Accueil ou accompagnement sans hébergement d'enfants handicapés"
"naf_88_99A","l10n_eu_nace.nace_88_99","[88.99A] Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents"
"naf_88_99B","l10n_eu_nace.nace_88_99","[88.99B] Action sociale sans hébergement n.c.a."
"naf_90_01Z","l10n_eu_nace.nace_90_01","[90.01Z] Arts du spectacle vivant"
"naf_90_02Z","l10n_eu_nace.nace_90_02","[90.02Z] Activités de soutien au spectacle vivant"
"naf_90_03A","l10n_eu_nace.nace_90_03","[90.03A] Création artistique relevant des arts plastiques"
"naf_90_03B","l10n_eu_nace.nace_90_03","[90.03B] Autre création artistique"
"naf_90_04Z","l10n_eu_nace.nace_90_04","[90.04Z] Gestion de salles de spectacles"
"naf_91_01Z","l10n_eu_nace.nace_91_01","[91.01Z] Gestion des bibliothèques et des archives"
"naf_91_02Z","l10n_eu_nace.nace_91_02","[91.02Z] Gestion des musées"
"naf_91_03Z","l10n_eu_nace.nace_91_03","[91.03Z] Gestion des sites et monuments historiques et des attractions touristiques similaires"
"naf_91_04Z","l10n_eu_nace.nace_91_04","[91.04Z] Gestion des jardins botaniques et zoologiques et des réserves naturelles"
"naf_92_00Z","l10n_eu_nace.nace_92_00","[92.00Z] Organisation de jeux de hasard et d'argent"
"naf_93_11Z","l10n_eu_nace.nace_93_11","[93.11Z] Gestion d'installations sportives"
"naf_93_12Z","l10n_eu_nace.nace_93_12","[93.12Z] Activités de clubs de sports"
"naf_93_13Z","l10n_eu_nace.nace_93_13","[93.13Z] Activités des centres de culture physique"
"naf_93_19Z","l10n_eu_nace.nace_93_19","[93.19Z] Autres activités liées au sport"
"naf_93_21Z","l10n_eu_nace.nace_93_21","[93.21Z] Activités des parcs d'attractions et parcs à thèmes"
"naf_93_29Z","l10n_eu_nace.nace_93_29","[93.29Z] Autres activités récréatives et de loisirs"
"naf_94_11Z","l10n_eu_nace.nace_94_11","[94.11Z] Activités des organisations patronales et consulaires"
"naf_94_12Z","l10n_eu_nace.nace_94_12","[94.12Z] Activités des organisations professionnelles"
"naf_94_20Z","l10n_eu_nace.nace_94_20","[94.20Z] Activités des syndicats de salariés"
"naf_94_91Z","l10n_eu_nace.nace_94_91","[94.91Z] Activités des organisations religieuses"
"naf_94_92Z","l10n_eu_nace.nace_94_92","[94.92Z] Activités des organisations politiques"
"naf_94_99Z","l10n_eu_nace.nace_94_99","[94.99Z] Autres organisations fonctionnant par adhésion volontaire"
"naf_95_11Z","l10n_eu_nace.nace_95_11","[95.11Z] Réparation d'ordinateurs et d'équipements périphériques"
"naf_95_12Z","l10n_eu_nace.nace_95_12","[95.12Z] Réparation d'équipements de communication"
"naf_95_21Z","l10n_eu_nace.nace_95_21","[95.21Z] Réparation de produits électroniques grand public"
"naf_95_22Z","l10n_eu_nace.nace_95_22","[95.22Z] Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin"
"naf_95_23Z","l10n_eu_nace.nace_95_23","[95.23Z] Réparation de chaussures et d'articles en cuir"
"naf_95_24Z","l10n_eu_nace.nace_95_24","[95.24Z] Réparation de meubles et d'équipements du foyer"
"naf_95_25Z","l10n_eu_nace.nace_95_25","[95.25Z] Réparation d'articles d'horlogerie et de bijouterie"
"naf_95_29Z","l10n_eu_nace.nace_95_29","[95.29Z] Réparation d'autres biens personnels et domestiques"
"naf_96_01A","l10n_eu_nace.nace_96_01","[96.01A] Blanchisserie-teinturerie de gros"
"naf_96_01B","l10n_eu_nace.nace_96_01","[96.01B] Blanchisserie-teinturerie de détail"
"naf_96_02A","l10n_eu_nace.nace_96_02","[96.02A] Coiffure"
"naf_96_02B","l10n_eu_nace.nace_96_02","[96.02B] Soins de beauté"
"naf_96_03Z","l10n_eu_nace.nace_96_03","[96.03Z] Services funéraires"
"naf_96_04Z","l10n_eu_nace.nace_96_04","[96.04Z] Entretien corporel"
"naf_96_09Z","l10n_eu_nace.nace_96_09","[96.09Z] Autres services personnels n.c.a."
"naf_97_00Z","l10n_eu_nace.nace_97_00","[97.00Z] Activités des ménages en tant qu'employeurs de personnel domestique"
"naf_98_10Z","l10n_eu_nace.nace_98_10","[98.10Z] Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre"
"naf_98_20Z","l10n_eu_nace.nace_98_20","[98.20Z] Activités indifférenciées des ménages en tant que producteurs de services pour usage propre"
"naf_99_00Z","l10n_eu_nace.nace_99_00","[99.00Z] Activités des organisations et organismes extraterritoriaux"
